symbol,gvkey,total_score,years_covered,max_overlap_days,primary_permno,first_seen,last_seen
MRAI,39598,43,3,365,22217,2021-12-07,2024-05-28
MRAM,28087,134,9,366,16392,2016-10-07,2024-12-31
MRBK,32665,104,7,366,17117,2017-11-07,2024-12-31
MRC,180016,176,12,366,13343,2012-04-12,2024-12-31
MRCC,16066,95,8,366,13650,2012-10-25,2024-12-31
MRCY,66393,316,20,366,85738,1998-01-30,2024-12-31
MREO,321764,59,5,366,18483,2019-04-24,2024-12-31
MRIN,17376,175,12,366,13812,2013-03-22,2024-12-31
MRK,7257,239,16,366,22752,2009-11-04,2024-12-31
MRKR,107843,101,7,366,16472,2018-10-18,2024-12-31
MRLN,156157,193,13,366,89913,2004-06-10,2022-01-19
MRM,37552,24,2,365,20308,2020-12-29,2024-12-31
MRNA,34410,102,7,365,18312,2018-12-07,2024-12-31
MRNS,20567,163,11,366,14815,2014-07-31,2024-12-31
MRO,7017,265,21,366,15069,2002-01-02,2024-11-21
MRSN,31628,118,8,366,16792,2017-06-28,2024-12-31
MRT,33049,10,1,194,21823,2024-06-20,2024-12-31
MRTN,12625,430,27,366,75517,1986-09-25,2024-12-31
MRTX,160770,163,11,366,14054,2013-07-15,2024-01-22
MRVI,37354,60,4,365,20059,2020-11-20,2024-12-31
MRVL,137310,58,4,365,88360,2021-04-21,2024-12-31
MS,12124,260,18,366,69032,1986-03-21,2024-09-11
MSA,7420,175,11,366,54253,2014-03-10,2024-12-31
MSAI,39789,14,1,194,22341,2024-06-20,2024-12-31
MSAIW,39789,14,1,194,22341,2024-06-20,2024-12-31
MSB,7279,371,29,366,27975,1968-01-02,2024-12-31
MSBI,187236,134,9,366,16063,2016-05-24,2024-12-31
MSBIP,187236,45,3,365,16063,2016-05-24,2024-12-31
MSC,34278,47,4,365,18185,2018-10-18,2024-12-31
MSCI,178507,248,17,366,92402,2007-11-15,2024-12-31
MSEX,7368,415,26,366,53859,1982-11-01,2024-12-31
MSFT,12141,388,26,366,10107,1986-03-13,2024-12-31
MSGE,36309,35,3,365,19316,2020-08-12,2023-04-20
MSGM,37674,57,4,365,20439,2021-01-13,2024-12-31
MSGN,184157,89,6,366,93233,2015-10-01,2021-07-08
MSGS,24481,147,10,366,15649,2015-10-01,2024-12-31
MSI,7585,415,28,366,22779,1968-01-02,2024-12-31
MSM,61732,286,18,366,82777,1996-10-01,2024-12-31
MSN,4322,307,22,366,81124,1994-12-22,2024-12-31
MSON,24890,302,19,366,77282,1994-01-18,2021-10-28
MSP,37254,43,3,365,19856,2020-11-24,2022-06-22
MSPR,36808,33,3,222,19978,2022-05-24,2024-12-31
MSS,42971,15,1,365,24486,2023-10-05,2024-12-31
MSTR,111534,331,21,366,86211,1998-06-11,2024-12-31
MSVB,107423,87,6,365,17969,2018-07-12,2023-08-14
MT,65248,166,14,366,85261,2007-11-13,2024-12-31
MTA,105892,11,1,365,19162,2020-02-14,2024-06-19
MTAC,37516,43,3,365,20612,2021-02-08,2023-08-10
MTACU,37516,43,3,365,20612,2021-02-08,2023-08-10
MTB,4699,251,17,366,35554,1998-06-01,2024-12-31
MTB-PH,4699,194,13,366,35554,1998-06-01,2024-12-31
MTBC,20143,43,3,365,14818,2021-04-05,2024-12-31
MTBCP,20143,43,3,365,14818,2021-04-05,2024-12-31
MTCH,26061,62,5,365,15850,2020-09-01,2024-12-31
MTCR,36952,44,3,365,19837,2020-09-16,2023-02-08
MTD,65772,395,25,366,85621,1997-11-14,2024-12-31
MTDR,187812,178,12,366,13244,2012-02-02,2024-12-31
MTEM,32267,117,8,366,90604,2017-08-02,2024-12-24
MTEX,112968,270,17,366,86728,1999-02-16,2024-12-31
MTG,24379,351,22,366,76804,1991-08-07,2024-12-31
MTH,14790,362,23,366,75342,1998-09-17,2024-12-31
MTL,270281,106,9,366,90384,2004-12-28,2022-02-25
MTLS,20129,72,6,366,14705,2014-06-25,2024-12-31
MTMT,66301,20,2,279,85757,2022-03-28,2023-02-05
MTN,64344,397,25,366,84588,1997-02-04,2024-12-31
MTNB,20756,109,8,366,16613,2017-03-02,2024-09-02
MTOR,65399,146,10,366,85349,2011-03-30,2022-08-02
MTP,318815,69,6,366,15904,2015-12-07,2024-10-03
MTR,7277,247,21,366,62922,1979-11-19,2024-12-31
MTRN,2448,207,14,366,55597,2011-03-08,2024-12-31
MTRX,23195,396,25,366,76279,1990-09-26,2024-12-31
MTSI,187740,193,13,366,13326,2012-03-15,2024-12-31
MTTCF,348892,12,1,365,20846,2022-08-03,2024-04-03
MTTR,39323,58,4,365,20601,2021-07-23,2024-12-31
MTUS,20011,14,1,308,14684,2024-02-27,2024-12-31
MTW,6994,346,22,366,51263,1993-05-27,2024-12-31
MTX,25870,348,22,366,78015,1992-10-23,2024-12-31
MTZ,2497,328,21,366,19880,1994-03-16,2024-12-31
MU,7343,492,31,366,53613,1990-11-30,2024-12-31
MUDS,32946,43,3,365,17366,2018-05-09,2020-05-31
MUFG,252940,140,12,366,75811,2005-10-03,2024-12-31
MULN,40116,43,3,365,12350,2021-12-13,2024-06-20
MUR,7620,431,29,366,28345,1968-01-02,2024-12-31
MUSA,18498,177,12,366,14076,2013-09-03,2024-12-31
MUX,9728,177,12,366,70704,2012-01-27,2024-12-31
MVBF,144122,118,8,366,17151,2017-12-07,2024-12-31
MVCO,66389,73,5,366,85756,1998-01-29,2004-06-09
MVIS,63531,268,18,366,83885,1996-08-27,2024-12-31
MVO,176408,179,15,366,91707,2008-06-18,2024-12-31
MVST,39338,59,4,365,18457,2021-07-26,2024-12-31
MVSTW,39338,59,4,365,18457,2021-07-26,2024-12-31
MWA,166482,284,19,366,91234,2006-06-06,2024-12-31
MX,233491,180,12,366,12629,2011-03-11,2024-12-31
MXC,7309,275,20,366,89857,2003-09-08,2024-12-31
MXCT,321429,59,4,365,21745,2021-07-30,2024-12-31
MXIM,14256,342,23,366,11896,1988-02-29,2021-08-25
MXL,184551,206,14,366,93289,2010-03-24,2024-12-31
MYE,7636,375,24,366,65365,1983-07-26,2024-12-31
MYFW,33704,102,7,366,17970,2018-07-19,2024-12-31
MYGN,61399,343,23,366,82508,1995-10-06,2024-12-31
MYMD,38664,58,4,365,14419,2021-04-19,2024-12-31
MYNA,325778,24,2,365,22327,2021-11-12,2024-12-31
MYND,32371,11,1,365,16962,2023-12-13,2024-12-31
MYO,31805,110,8,365,16765,2017-06-12,2024-12-31
MYPS,39054,59,4,365,20277,2021-06-22,2024-12-31
MYPSW,39054,59,4,365,20277,2021-06-22,2024-12-31
MYRG,180646,194,13,366,92782,2008-09-09,2024-12-31
MYSZ,296866,130,9,366,16179,2016-07-25,2024-12-31
MYTE,37605,46,4,365,20382,2021-03-17,2024-12-31
NA,41328,34,3,365,23234,2022-07-12,2024-01-31
NAAS,32545,34,3,365,16998,2022-06-13,2024-12-31
NABL,39182,58,4,365,21596,2021-07-20,2024-12-31
NAII,13765,458,29,366,11654,1992-11-18,2024-12-31
NAK,107637,65,6,366,90443,2004-11-04,2024-12-31
NANX,65937,95,6,366,85565,1997-11-26,2006-06-29
NAOV,20554,116,8,366,17041,2017-11-02,2024-12-31
NAPA,38160,43,3,365,20654,2021-03-18,2024-12-23
NARI,36236,74,5,365,19358,2020-05-22,2024-12-31
NATH,7696,446,28,366,78900,1994-07-01,2024-12-31
NATI,31607,346,22,366,81501,1995-03-14,2023-10-10
NATL,43198,15,1,365,24296,2023-10-17,2024-12-31
NATR,7799,313,21,366,56945,1989-02-15,2024-12-31
NAUH,184149,118,8,366,93399,2011-04-26,2019-01-18
NAUT,38979,59,4,365,19620,2021-06-10,2024-12-31
NAV,6081,340,23,366,12503,1993-07-01,2021-06-30
NAVB,25924,151,11,366,78066,2012-01-05,2023-10-05
NAVI,10121,138,11,366,14601,2014-07-15,2024-12-31
NB,107150,12,1,365,23796,2023-03-21,2024-12-31
NBBK,43210,15,1,365,24658,2023-12-28,2024-12-31
NBEV,21178,57,4,365,16593,2017-02-14,2020-08-06
NBHC,190963,191,13,366,13579,2012-09-20,2024-12-31
NBIX,62921,380,24,366,83534,1996-05-23,2024-12-31
NBSE,32984,73,5,366,13965,2019-07-15,2024-05-10
NBTB,19094,336,21,366,77415,1992-03-17,2024-12-31
NBTX,313966,59,5,365,20309,2020-12-11,2024-12-31
NBY,177228,248,18,366,92345,2007-10-26,2024-12-31
NC,7938,396,25,366,28118,1986-06-09,2024-12-31
NCBS,17875,89,6,366,15948,2016-02-24,2022-05-23
NCDL,43884,11,1,341,24784,2024-01-25,2024-12-31
NCL,43134,14,1,365,24435,2023-10-19,2024-12-31
NCMI,176523,223,15,366,91822,2007-02-08,2024-12-31
NCNA,32381,82,7,366,16929,2017-09-28,2024-12-31
NCNO,36711,43,3,365,19565,2022-01-10,2024-12-31
NCPL,38720,43,3,365,23235,2022-07-13,2024-08-01
NCPLW,38720,43,3,365,23235,2022-07-13,2024-08-01
NCR,7648,258,19,366,84372,1997-01-02,2023-10-16
NCRA,34770,43,3,365,23265,2022-08-11,2024-12-31
NCSM,31005,118,8,365,16675,2017-04-28,2024-12-31
NCTY,162408,141,12,366,90483,2004-12-15,2023-10-01
NDAQ,149337,194,13,366,90601,2010-10-07,2024-12-31
NDLS,18047,164,11,366,13959,2013-06-28,2024-12-31
NDRA,29418,117,8,366,16793,2017-06-28,2024-08-19
NDSN,7921,318,20,366,57809,1986-04-01,2024-12-31
NECB,175083,51,4,365,21746,2021-07-13,2024-12-31
NEE,4517,223,15,366,24205,2010-06-23,2024-12-31
NEE-PR,4517,15,1,365,24205,2014-01-10,2024-12-31
NEM,7881,298,19,366,21207,1968-01-02,2024-12-31
NEN,14639,246,22,366,90329,1987-11-19,2024-12-31
NEO,125794,194,13,366,13704,2012-12-10,2024-12-31
NEOG,16453,302,19,366,75976,1989-08-23,2024-12-31
NEON,178153,221,15,366,68145,2007-08-13,2024-12-31
NEOV,35789,44,3,365,23236,2022-07-28,2024-12-31
NEP,20655,131,11,366,14734,2014-06-27,2024-12-31
NEPH,151423,89,6,366,18899,2019-08-14,2024-12-31
NEPT,144382,45,4,365,92222,2018-09-21,2023-09-07
NERV,20225,162,11,366,14822,2014-07-01,2024-12-31
NES,178851,115,9,366,17017,2013-05-20,2022-02-23
NET,35604,88,6,366,18909,2019-09-13,2024-12-31
NETC,38974,28,2,359,22726,2022-01-07,2023-12-18
NETE,163806,115,8,366,12350,2012-10-10,2021-11-04
NEU,4462,300,19,366,42550,2004-06-21,2024-12-31
NEUE,38856,14,1,193,21369,2024-06-21,2024-12-31
NEW,33616,12,1,365,17939,2018-06-15,2020-01-02
NEWP,166218,22,2,365,21228,2021-05-20,2024-12-31
NEWR,22182,147,10,366,15108,2014-12-12,2023-11-07
NEWT,8060,117,9,366,58836,2006-10-16,2024-12-31
NEWTI,8060,12,1,193,58836,2024-06-21,2024-12-31
NEWTL,8060,37,3,365,58836,2020-05-04,2024-12-31
NEWTZ,8060,37,3,365,58836,2020-05-04,2024-12-31
NEX,29524,73,5,366,16557,2019-10-31,2023-08-31
NEXI,37808,43,3,365,20613,2021-02-12,2024-07-11
NEXN,317637,11,1,356,21587,2024-01-10,2024-12-31
NEXT,32244,117,8,366,15293,2017-07-25,2024-12-31
NFBK,178834,177,12,366,92443,2013-01-25,2024-12-31
NFE,34418,87,6,365,18368,2019-01-31,2024-12-31
NFG,7733,477,30,366,25590,1968-01-02,2024-12-31
NFGC,36836,22,2,365,22039,2021-09-29,2024-12-31
NFLX,147579,281,19,366,89393,2002-05-23,2024-12-31
NFTG,41685,14,1,320,23731,2023-02-15,2024-01-18
NG,20600,131,12,366,89965,2004-06-10,2024-12-31
NGD,106112,142,13,366,90433,2006-06-30,2024-12-31
NGG,211819,189,16,366,87280,2004-06-10,2024-12-31
NGL,186501,164,14,366,12745,2011-05-12,2024-12-31
NGL-PB,186501,152,13,366,12745,2011-05-12,2024-12-31
NGL-PC,186501,164,14,366,12745,2011-05-12,2024-12-31
NGM,34221,59,4,366,18561,2019-04-04,2024-04-04
NGNE,19717,14,1,300,14535,2023-12-19,2024-10-27
NGS,150562,222,15,366,89546,2004-06-10,2024-12-31
NGVC,11922,179,12,366,13508,2012-07-25,2024-12-31
NGVT,27119,132,9,366,16044,2016-05-16,2024-12-31
NH,27274,116,8,366,16100,2016-06-02,2023-05-23
NHC,7741,344,25,366,72338,1998-01-05,2024-12-31
NHI,24533,282,22,366,77057,1991-10-09,2024-12-31
NHTC,60911,249,17,366,81728,1995-06-26,2024-12-31
NHWK,17910,145,10,366,14051,2013-07-24,2024-02-05
NI,7974,298,19,366,38762,1999-04-15,2024-12-31
NI-PB,7974,253,16,366,38762,1999-04-15,2024-12-31
NIC,17875,132,9,366,15948,2016-02-24,2024-12-31
NICE,61902,90,7,366,82830,2006-06-30,2024-12-31
NICH,2113,118,8,366,85885,1995-12-22,2009-02-11
NICK,65365,306,26,366,85705,1997-12-30,2024-04-21
NILE,64163,27,2,365,84302,2021-12-13,2024-01-16
NIMC,7974,268,17,366,38762,1999-04-15,2024-12-31
NINE,31507,104,7,366,17251,2018-01-19,2024-12-31
NIO,34067,59,5,366,18087,2018-09-12,2024-12-31
NIOBF,107150,11,1,286,23796,2023-03-21,2024-12-31
NIU,34270,81,7,365,18206,2018-10-19,2024-12-31
NJDCY,221821,142,12,366,89156,2002-01-02,2016-04-29
NJR,7849,412,26,366,64450,1982-07-21,2024-12-31
NKE,7906,428,27,366,57665,1990-10-17,2024-12-31
NKLA,36565,73,5,365,17907,2020-06-04,2024-12-31
NKSH,25481,350,22,366,87505,1999-12-01,2024-12-31
NKTR,30137,350,22,366,80539,2003-01-15,2024-12-31
NKTX,36642,73,5,365,19499,2020-07-10,2024-12-31
NL,7658,442,28,366,13303,1988-12-23,2024-12-31
NLIT,38935,28,2,270,21860,2021-08-18,2022-09-28
NLITU,38935,28,2,270,21860,2021-08-18,2022-09-28
NLOK,15855,87,6,366,75607,2019-11-05,2024-12-31
NLOP,43521,12,1,365,24298,2023-11-02,2024-12-31
NLS,27760,163,11,366,86889,2005-03-14,2023-10-31
NLST,176035,104,7,366,91616,2008-06-23,2018-09-26
NLTX,19717,73,5,366,14535,2019-08-12,2023-09-24
NLY,65556,242,19,366,85414,1997-10-08,2024-12-31
NLY-PF,65556,254,20,366,85414,1997-10-08,2024-12-31
NLY-PG,65556,279,22,366,85414,1997-10-08,2024-12-31
NLY-PI,65556,241,19,366,85414,1997-10-08,2024-12-31
NMFC,185585,83,7,366,12747,2011-05-20,2024-12-31
NMG,20890,36,3,365,21230,2021-05-24,2024-12-31
NMHI,40689,14,1,253,24957,2024-03-12,2024-11-20
NMHIW,40689,14,1,253,24957,2024-03-12,2024-11-20
NMIH,11854,177,12,366,14318,2013-11-08,2024-12-31
NMR,15613,139,12,366,89256,2006-07-24,2024-12-31
NMRA,43287,15,1,365,24275,2023-09-15,2024-12-31
NMRD,22114,88,6,366,17269,2018-01-25,2024-01-04
NMRK,32748,104,7,366,17126,2017-12-15,2024-12-31
NMTC,32247,45,3,365,21322,2021-05-26,2024-12-31
NMTR,33048,57,4,365,16178,2020-05-04,2023-07-25
NN,39992,58,4,365,22220,2021-10-29,2024-12-31
NNAVW,39992,58,4,365,22220,2021-10-29,2024-12-31
NNBR,29894,300,19,366,80343,2000-06-09,2024-12-31
NNDM,300107,82,7,365,15971,2016-03-07,2024-12-31
NNI,155738,208,14,366,89964,2004-06-10,2024-12-31
NNN,12140,143,12,366,88373,2008-05-02,2024-12-31
NNVC,160997,165,12,366,14133,2013-09-25,2024-12-31
NOA,176103,23,2,365,91584,2018-04-16,2024-12-31
NOAH,185783,141,12,366,12377,2010-11-10,2024-12-31
NOBH,7911,127,8,366,57745,1992-06-19,2012-09-18
NOC,7985,254,16,366,24766,1994-05-19,2024-12-31
NODK,29576,117,8,365,16638,2017-03-16,2024-12-31
NOG,142337,195,14,366,92601,2008-06-16,2024-12-31
NOGN,38416,28,2,267,21965,2022-08-30,2023-12-21
NOGNW,38416,28,2,267,21965,2022-08-30,2023-12-21
NOK,23671,154,13,366,87128,2004-06-10,2024-07-31
NOTE,37191,44,3,365,20143,2022-08-01,2024-12-31
NOTE-WT,37191,44,3,365,20143,2022-08-01,2024-12-31
NOTV,65905,63,4,365,85526,2021-03-22,2024-12-31
NOV,63892,58,4,365,84032,2021-01-04,2024-12-31
NOVA,35395,89,6,366,18815,2019-09-11,2024-12-31
NOVN,27905,102,7,366,16303,2016-09-21,2023-07-25
NOVT,61356,106,9,365,82261,2016-05-12,2024-12-31
NOW,171007,191,13,366,13447,2012-06-29,2024-12-31
NP,162264,194,13,366,90440,2004-11-30,2022-07-05
NPCE,38507,45,3,365,21081,2021-04-22,2024-12-31
NPK,7762,426,27,366,34497,1969-03-03,2024-12-31
NPO,148950,251,17,366,89406,2002-06-03,2024-12-31
NPTN,184702,164,11,366,12559,2011-02-02,2022-08-02
NPWR,38336,15,1,365,21825,2023-06-09,2024-12-31
NR,7882,395,25,366,34673,1990-09-06,2024-12-18
NRBO,36014,86,6,366,16255,2019-12-31,2024-11-28
NRC,65587,342,24,366,85482,1997-10-10,2024-12-31
NRDS,39867,45,3,365,22263,2021-12-07,2024-12-31
NRDY,39703,58,4,365,20130,2021-09-21,2024-12-31
NREF,36053,47,4,365,19225,2020-02-07,2024-12-31
NREF-PA,36053,59,5,365,19225,2020-02-07,2024-12-31
NRG,135990,318,22,366,90071,2000-05-31,2024-12-31
NRGV,37937,44,3,365,20721,2022-02-14,2024-12-31
NRIM,23450,284,18,366,76529,2002-01-02,2024-12-31
NRIX,36767,74,5,365,19566,2020-07-24,2024-12-31
NROM,7914,31,2,366,57753,1987-02-26,1997-04-17
NRP,150837,151,13,366,89547,2002-10-11,2024-12-31
NRT,7959,282,22,366,63706,1981-11-11,2024-12-31
NRXP,38874,58,4,365,17134,2021-05-25,2024-12-31
NRXPW,38874,58,4,365,17134,2021-05-25,2024-12-31
NRXS,41953,14,1,365,24087,2023-08-09,2024-12-31
NRZ,17878,117,10,366,13907,2013-05-16,2022-08-01
NRZ-PA,17878,117,10,366,13907,2013-05-16,2022-08-01
NRZ-PB,17878,117,10,366,13907,2013-05-16,2022-08-01
NRZ-PC,17878,105,9,366,13907,2013-05-16,2022-08-01
NRZ-PD,17878,93,8,366,13907,2013-05-16,2022-08-01
NS,141363,179,15,366,88960,2007-04-02,2024-05-02
NS-PA,141363,178,15,366,88960,2007-04-02,2024-05-02
NS-PB,141363,167,14,366,88960,2007-04-02,2024-05-02
NSA,23147,119,10,366,15323,2015-04-23,2024-12-31
NSA-PA,23147,119,10,366,15323,2015-04-23,2024-12-31
NSC,7923,361,28,366,64311,1982-06-25,2024-12-31
NSEC,17072,223,14,366,56710,1990-10-01,2022-06-30
NSIT,31453,365,23,366,81220,1995-01-24,2024-12-31
NSP,64302,207,13,366,84385,2011-06-10,2024-12-31
NSPR,186953,165,12,366,13844,2013-04-11,2024-12-31
NSSC,7685,397,25,366,55993,1982-11-01,2024-12-31
NSTG,18009,163,11,366,13962,2013-06-26,2024-02-13
NSTS,39641,44,3,365,22671,2022-01-19,2024-12-31
NSYS,3962,381,24,366,79322,1993-06-10,2024-12-31
NTAP,61591,224,14,366,82598,2008-03-26,2024-12-31
NTCO,270509,23,2,365,19163,2022-03-23,2024-02-09
NTCT,122902,398,25,366,87179,1999-08-12,2024-12-31
NTES,137435,199,17,366,88362,2002-01-02,2024-12-31
NTGR,154039,210,14,366,89800,2004-06-10,2024-12-31
NTIC,19209,372,24,366,77488,1993-05-03,2024-12-31
NTIP,115831,210,15,366,34936,1998-11-12,2024-12-31
NTLA,27155,134,9,366,16064,2016-05-06,2024-12-31
NTNX,26746,133,9,366,16304,2016-09-30,2024-12-31
NTR,16582,35,3,365,75844,2021-04-01,2024-12-31
NTRA,24176,148,10,366,15534,2015-07-02,2024-12-31
NTRB,31942,58,4,365,22221,2021-10-01,2024-12-31
NTRBW,31942,58,4,365,22221,2021-10-01,2024-12-31
NTRP,185587,57,4,365,16594,2017-02-15,2022-05-18
NTRS,7982,446,28,366,58246,1986-04-01,2024-12-31
NTRSO,7982,382,24,366,58246,1986-04-01,2024-12-31
NTST,36777,59,5,365,19601,2020-08-13,2024-12-31
NTUS,144436,280,19,366,89036,2001-07-20,2022-07-20
NTWK,107446,409,26,366,87508,1999-12-23,2024-12-31
NTZ,28262,178,14,366,79213,2004-06-10,2024-06-19
NUAN,61685,144,9,366,82759,2005-11-21,2022-03-03
NUBI,40279,29,2,365,23113,2022-05-02,2024-02-04
NUBIU,40279,14,1,244,23113,2022-05-02,2024-02-04
NUBIW,40279,43,3,365,23113,2022-05-02,2024-02-04
NUE,8030,348,22,366,34817,1972-07-12,2024-12-31
NUKK,22320,11,1,6,19549,2023-12-26,2024-06-19
NUKKW,22320,14,1,6,19549,2023-12-26,2024-06-19
NURO,160488,190,13,366,90288,2004-10-01,2024-12-31
NUS,64028,426,27,366,84172,1996-11-22,2024-12-31
NUTX,35824,43,3,365,23041,2022-04-04,2024-12-31
NUVA,264385,224,15,366,90188,2004-06-10,2023-08-31
NUVB,38076,59,4,365,19606,2021-02-11,2024-12-31
NUVB-WT,38076,59,4,365,19606,2021-02-11,2024-12-31
NUVL,39344,59,4,365,21747,2021-07-29,2024-12-31
NUWE,271987,57,4,365,13279,2021-04-27,2024-12-31
NUZE,14501,72,5,365,19483,2020-06-19,2024-10-30
NVAX,61655,343,22,366,82779,1995-12-13,2024-12-31
NVCN,143770,32,3,366,14660,2014-05-21,2023-04-10
NVCT,39839,44,3,365,22785,2022-02-04,2024-12-31
NVDA,117768,412,26,366,86580,1999-01-22,2024-12-31
NVEC,21743,312,21,366,89655,2003-01-22,2024-12-31
NVEE,17277,176,12,366,14166,2013-09-27,2024-12-31
NVEI,36995,23,2,365,22222,2021-10-06,2024-11-15
NVFY,184585,160,11,366,14435,2014-01-17,2024-12-31
NVIV,185826,130,9,366,15297,2015-04-17,2024-02-12
NVNBW,32396,45,3,365,17813,2021-10-01,2024-12-31
NVNO,32396,45,3,365,17813,2021-10-01,2024-12-31
NVO,8020,205,16,366,63263,2004-06-10,2024-12-31
NVOS,31370,57,4,365,20614,2021-02-23,2024-06-19
NVR,12459,278,19,366,79785,1993-11-18,2024-12-31
NVRI,5496,16,1,365,25304,2023-06-20,2024-12-31
NVRO,21916,164,11,366,15046,2014-11-06,2024-12-31
NVS,101310,59,5,366,88233,2002-01-02,2024-12-31
NVST,35497,89,6,366,18910,2019-09-18,2024-12-31
NVTA,22867,133,9,366,15198,2015-02-12,2024-02-05
NVTS,39931,59,4,365,20381,2021-10-20,2024-12-31
NVVE,38462,57,4,365,19352,2021-03-23,2024-09-16
NVVEW,38462,57,4,365,19352,2021-03-23,2024-09-16
NVX,320806,34,3,365,22786,2022-04-12,2024-12-31
NWBI,30932,221,14,366,81095,2009-12-18,2024-12-31
NWBO,144887,101,7,365,89277,2001-12-14,2016-12-16
NWE,8001,293,22,366,90458,1998-05-07,2024-12-31
NWFL,66155,286,18,366,85883,1998-03-02,2024-12-31
NWG,15634,24,2,365,92355,2022-10-17,2024-12-31
NWHM,18171,102,7,366,14400,2014-07-15,2021-09-07
NWL,7875,266,18,366,60986,1999-03-24,2024-12-31
NWLI,17073,148,10,366,56822,2015-10-07,2024-07-08
NWN,7993,104,7,366,58334,2018-10-01,2024-12-31
NWPX,61635,381,24,366,82599,1995-11-30,2024-12-31
NWS,18043,178,12,366,13963,2013-07-01,2024-12-31
NWSA,18043,178,12,366,13963,2013-07-01,2024-12-31
NX,179819,192,13,366,92635,2012-05-02,2024-12-31
NXDT,174926,35,3,365,91301,2021-11-08,2024-07-17
NXDT-PA,174926,35,3,365,91301,2021-11-08,2024-07-17
NXE,17826,23,2,365,16749,2022-03-04,2024-12-31
NXGL,34624,59,4,365,22586,2021-12-22,2024-12-31
NXGLW,34624,59,4,365,22586,2021-12-22,2024-12-31
NXGN,8858,87,6,365,64961,2018-09-10,2023-07-17
NXL,40536,44,3,365,23423,2022-09-16,2024-12-31
NXLIW,40536,44,3,365,23423,2022-09-16,2024-12-31
NXPL,118941,57,4,365,21323,2021-05-28,2024-12-31
NXPLW,118941,57,4,365,21323,2021-05-28,2024-12-31
NXRT,23086,118,10,366,15231,2015-04-01,2024-12-31
NXST,149177,191,13,366,89916,2004-06-10,2024-12-31
NXT,41996,28,2,326,23681,2023-02-09,2024-12-31
NXTC,35090,89,6,366,18664,2019-05-09,2024-12-31
NXTD,18490,116,8,366,14934,2014-09-11,2021-10-17
NXTP,349530,29,2,365,17324,2021-07-09,2023-01-05
NXU,37937,14,1,278,20721,2021-03-29,2022-02-13
NYC,36037,58,5,365,19602,2020-08-18,2024-12-31
NYCB,29282,324,22,366,79859,2000-11-21,2024-06-25
NYCB-PA,29282,250,17,366,79859,2000-11-21,2024-06-25
NYMT,158053,223,19,366,90214,2004-06-24,2024-12-31
NYMTL,158053,224,19,366,90214,2004-06-24,2024-12-31
NYMTM,158053,211,18,366,90214,2004-06-24,2024-12-31
NYMTN,158053,212,18,366,90214,2004-06-24,2024-12-31
NYMTZ,158053,177,15,366,90214,2004-06-24,2024-12-31
NYT,7866,332,21,366,47466,1978-07-10,2024-12-31
O,30822,258,20,366,81045,1994-10-18,2024-12-31
OABI,39399,44,3,365,21907,2022-11-02,2024-12-31
